[u'whhr40wAAAAJ', 'Carnegie Institution']
[u'c0N6cCcAAAAJ', 'University of St Andrews']
[u'2AzMfX8AAAAJ', 'Sapienza University of Rome']
[u'6bpgPEkAAAAJ', 'university of aveiro']
[u'HJK5CzYAAAAJ', 'Swansea University']
[u'r1S7HvEAAAAJ', 'Institut National de la Recherche Agronomique (INRA)']
[u'mXBVA8AAAAAJ', 'University of Hong Kong']
[u'RKoMHd8AAAAJ', 'Rhodes University']
[u'_omJHHQAAAAJ', 'Ume University']
[u'SciN2e8AAAAJ', 'University of Stirling']
[u'Qf_7D0QAAAAJ', 'Universit di Modena e Reggio Emilia']
[u'4vsRoJkAAAAJ', 'University of New Brunswick']
[u'EfLtwKIAAAAJ', 'Indian Institute of Forest Management']
[u'd0vPRRkAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'lx2Yjh4AAAAJ', 'North-West University']
[u'zfcYwe8AAAAJ', 'Percy FitzPatrick Institute of Ornithology']
[u'aDc52bAAAAAJ', 'University of salford']
[u'c4CW80QAAAAJ', 'University of Pavia']
[u'8Di-_bEAAAAJ', 'Tribhuvan University']
[u'DmwSNy0AAAAJ', 'University of Guelph']
[u'0Jlh2vQAAAAJ', 'University of York - Biodiversity']
[u'WB4GH2MAAAAJ', 'Dalhousie University']
[u'5z0GdzYAAAAJ', 'University of London']
[u'xFp1CL0AAAAJ', 'University of Queensland / Marine Megafauna Association / CSIRO Australia']
[u'ZyvcVIcAAAAJ', 'Aarhus University']
[u'2xnq_D0AAAAJ', 'Universitt Innsbruck']
[u'viLkPjUAAAAJ', 'University of Victoria']
[u'EKuaXwsAAAAJ', 'University of So Paulo']
[u'EKuaXwsAAAAJ', 'University of So Paulo']
[u'CZR8FewAAAAJ', 'University of Queensland']
[u'SWtTXP4AAAAJ', 'University of Leeds']
[u'1qG6yFMAAAAJ', 'University of Queensland']
[u'TwtEk1IAAAAJ', 'Institute for Space Sciences']
[u'mV42tzAAAAAJ', 'York University']
[u'kuDv6QoAAAAJ', 'Imperial College London']
[u'7yurdeYAAAAJ', 'Smithsonian Institution']
[u'iOS_d9MAAAAJ', 'The University of Sydney']
[u'Scxa7eUAAAAJ', 'Postdoctoral researcher at Jagiellonian University']
[u'b28SPdgAAAAJ', 'University of Vienna']
[u'b4_RFdwAAAAJ', 'University of Tasmania']
[u'U8MSG_AAAAAJ', 'The University of Queensland']
[u'2xgMtQcAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'mKCN87EAAAAJ', 'McMaster University']
[u'1sO0O3wAAAAJ', 'The University of Adelaide']
[u'ViFKk7QAAAAJ', 'Simon Fraser University']
[u'AWK2FDoAAAAJ', 'University of Winnipeg']
[u'p8CEpg4AAAAJ', 'National Evolutionary Synthesis Center']
[u'DtjsmnEAAAAJ', 'University of Alberta']
[u'MkZYT8QAAAAJ', 'University of Coimbra']
[u'ZXZHvg0AAAAJ', 'Macquarie University']
[u'oI764M0AAAAJ', 'Smithsonian Institution']
[u'3PEknw0AAAAJ', 'The University of Queensland']
[u'ei4kq-0AAAAJ', 'Smithsonian Tropical Research Institute']
[u'mvx79E8AAAAJ', 'Akron University']
[u'ya4b6UkAAAAJ', 'Reseach Scientist Max Planck Institute for Demographic Research']
[u'3rQgJBIAAAAJ', 'Dalhousie University']
[u'rIvv1IMAAAAJ', 'University of Oxford']
[u'mTLjM9QAAAAJ', 'University of Adelaide']
[u'otWCBH8AAAAJ', 'University of Zurich']
[u'Zpo8koYAAAAJ', 'University of York']
[u'NTzu9c8AAAAJ', 'Australian National University']
[u'1RfyVk4AAAAJ', 'University of Canterbury']
[u'kFZ980sAAAAJ', 'University of Waikato']
[u'cfwxm0AAAAAJ', 'Howard Hughes Medical Institute']
[u'jpxnHXsAAAAJ', 'University of Windsor']
[u'b6s1NfkAAAAJ', 'University of British Columbia']
[u'hd2lj1kAAAAJ', 'University of Lincoln']
[u'naRu9mIAAAAJ', 'USGS and University of Massachussetts']
[u'cTgdVdUAAAAJ', 'Bologna University']
[u'10kSt6MAAAAJ', 'Federal University of So Paulo - UNIFESP']
[u'Fk-Ko7wAAAAJ', 'Universit de Sherbrooke']
[u'9rk3NAwAAAAJ', 'University of Hull']
[u'MJ9doQEAAAAJ', 'United States Geological Survey-Great Lakes Science Center']
[u'Ws4XfWoAAAAJ', 'University of Cambridge']
[u'mz_Tby0AAAAJ', 'University of British Columbia']
[u'xDYzz6EAAAAJ', 'National Cancer Institute']
[u'nBSC4-EAAAAJ', 'University of Glasgow']
[u'pdwzPaUAAAAJ', 'Swiss Federal Research Institute WSL']
[u'YGu9JccAAAAJ', 'Linkping University']
[u'GO_GbVoAAAAJ', 'University  of Aberdeen']
[u'u9Xu_1kAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'0H8jNBoAAAAJ', 'Charles Sturt University']
[u'lgmfWacAAAAJ', 'University of Glasgow']
[u'J3KOrBgAAAAJ', 'Macquarie University']
[u'CCSiAPoAAAAJ', 'University of Windsor']
[u'jweuTc8AAAAJ', 'Institut de Biologia Evolutiva (CSIC-UPF)']
[u'12utz-AAAAAJ', 'Fort Collins Science Center']
[u'd2Z2AZ4AAAAJ', 'York University']
[u'jRYNn4cAAAAJ', 'University of Toronto']
[u'b6YmhvwAAAAJ', 'University of Basel (CH) & Balaton Limnological Institute (H)']
[u'lqRtZoUAAAAJ', 'Smithsonian Institution']
[u'3BOcMJQAAAAJ', 'National Center for Ecological Analysis and Synthesis']
[u'8hULXkMAAAAJ', 'University College Dublin']
[u'6xpuHc8AAAAJ', 'University of British Columbia']
[u'S3BUY-EAAAAJ', 'University of Antwerp']
[u'P6110SYAAAAJ', 'Pamplona University']
[u'uLZ5Xl8AAAAJ', 'Universit di Milano']
[u'W8RyUMoAAAAJ', 'World Agroforestry Center']
[u'W2CdJGkAAAAJ', 'Durrell Institute of Conservation and Ecology']
[u'8Fpp0H4AAAAJ', 'Smithsonian Institution -- Smithsonian Environmental Research Center']
[u'ciQGIPwAAAAJ', 'University of Copenhagen']
[u'hNbZePIAAAAJ', 'Queen Mary University of London']
[u'WDg3rfcAAAAJ', 'Aarhus University']
[u'p6U3px8AAAAJ', 'University of Saskatchewan']
[u'muZUfswAAAAJ', 'University of East Anglia']
[u'8t2tHlcAAAAJ', 'Institute of Aquaculture']
[u'Ibz0J3AAAAAJ', 'University of Malta']
[u'Mj1GWiUAAAAJ', 'University of Brighton']
[u'7ttGxAkAAAAJ', 'National Center for Ecological Analyses and Synthesis']
[u'zYXd5kgAAAAJ', 'Royal Society University Research Fellow']
[u'Hlt9Pp4AAAAJ', 'The Australian National University']
[u'Ef_nLusAAAAJ', 'Macquarie University']
[u'nvH_gUAAAAAJ', 'Plymouth University']
[u'SQTXmrAAAAAJ', 'Universitt Greifswald']
[u'M0JOtjoAAAAJ', 'The Hebrew University of Jerusalem']
[u'GJ0yDhsAAAAJ', 'Universit Bordeaux']
[u'4kcjgV8AAAAJ', 'University of British Columbia']
[u'uPkV21MAAAAJ', 'Smithsonian Institute & Harvard University']
[u'tGhgVF8AAAAJ', 'University of British Columbia Post-Doctoral Researcher']
[u'UVdPk5sAAAAJ', 'Ghent University']
[u'X-K0Xr4AAAAJ', 'University of Lisbon']
[u'aPFBOpkAAAAJ', 'University of Otago']
[u'NPWLckEAAAAJ', 'University of Essex']
[u'22aEccUAAAAJ', 'Texas Natural Science Center']
[u'LMPfbVYAAAAJ', 'James Cook University']
[u'qbW4LkQAAAAJ', 'University of Saskatchewan']
[u'YbSevQ8AAAAJ', 'Macquarie University']
[u'LMPfbVYAAAAJ', 'James Cook University']
[u'2FLX7okAAAAJ', 'NIOO-KNAW; Professor Aquatic Ecology University Utrecht']
[u'BpaeOY0AAAAJ', 'James Cook University']
[u'FZZX_koAAAAJ', 'University of York']
[u'l9XxHzAAAAAJ', 'University of Puerto Rico']
[u'OG5WezAAAAAJ', 'University of Girona']
[u'9chX8ZgAAAAJ', 'Smithsonian Conservation Biology Institute']
[u'juP1o-UAAAAJ', 'Simon Fraser University']
[u'Ee738sUAAAAJ', 'PhD Student Cambridge University']
[u'mdGPRhYAAAAJ', 'College of Agronomy']
[u'NhcW6wQAAAAJ', 'Queen Mary University of London']
[u'orDmuRkAAAAJ', 'Northwest Fisheries Science Center']
[u'9bVrd6wAAAAJ', 'Reading University']
[u'rEcCc-wAAAAJ', 'Aarhus University']
[u'SL2x6lMAAAAJ', 'Patuxent Wildlife Research Center']
[u'-66nqTEAAAAJ', 'Lund University']
[u'xm0NaFQAAAAJ', 'Halle University']
[u'_1tfmzsAAAAJ', 'University of Calgary']
[u'Q9BadhcAAAAJ', 'Institute for Biology']
[u'hrS_LA0AAAAJ', 'McGill University']
[u'noD_LaMAAAAJ', 'Ume University']
[u'zTMRtwwAAAAJ', 'University of Newcastle']
[u'y4FF2RoAAAAJ', 'University of Aberdeen']
[u'xNaCARsAAAAJ', 'University Montpellier 2']
[u'MYggUE4AAAAJ', 'University of Basel']
[u'nDUJisIAAAAJ', 'University of Mauritius']
[u'f66WV8wAAAAJ', 'Scripps Institution of Oceanography']
[u'JVBDupYAAAAJ', 'University of Southampton']
[u't8sKuFgAAAAJ', 'Max Planck Institute for Demographic Research (MPIDR)']
[u'-Rh0VOwAAAAJ', 'Max Planck Institute for Demographic Research']
[u'ybeUtVoAAAAJ', 'University of Dundee']
[u'_GSBMj4AAAAJ', 'University of Canterbury']
[u'3fnyFcoAAAAJ', 'University of Groningen']
[u'9WUUXXAAAAAJ', 'Institute of Agronomy']
[u'ge366NsAAAAJ', 'university of Burgundy']
[u'GEC8f5YAAAAJ', 'Goethe University Frankfurt & Senckenberg']
[u'YOwFJ0IAAAAJ', 'University of Cambridge']
[u'gpO8NjUAAAAJ', 'Universit de bretagne Occidentale']
[u'jJ2RPj0AAAAJ', 'Uppsala University']
[u'eAqv-voAAAAJ', 'University of Exeter']
[u'dRA5qhcAAAAJ', "Queen's University"]
[u'zZIT3_4AAAAJ', 'Universit della Calabria']
[u'6_6qsOoAAAAJ', 'Queen Mary University of London']
[u'aVB4HmYAAAAJ', 'Trent University']
[u'2lGyeV0AAAAJ', 'Institute for Land']
[u'2E9Q-rwAAAAJ', 'Smithsonian Institution']
[u'qotdVyEAAAAJ', 'University of St. Thomas']
[u'K9NRypQAAAAJ', 'Univ. Milano-Bicocca']
[u'S2lO1eUAAAAJ', 'University of Melbourne']
[u'eyBl6r8AAAAJ', 'Sokoine University of Agriculture']
[u'ZOzuFnEAAAAJ', 'Alfred Wegener Institute for Polar and Marine Research']
[u'L6FLr-MAAAAJ', 'University of Rostock']
[u'vWb9nPsAAAAJ', 'University College Cork']
[u'SdcDk3AAAAAJ', 'University of Pretoria']
[u'LGKOIrEAAAAJ', 'University of Perugia']
[u'DY1qaTgAAAAJ', 'CNR Institute of Ecosystem Study']
[u'SlmoKIIAAAAJ', 'National Institute of Oceanography Israel Oceanographic and Li']
[u'Pe74S2oAAAAJ', 'University of New South Wales']
[u'JCtn8j0AAAAJ', 'University of Genoa']
[u'qyrOa_YAAAAJ', 'University of the Aegean']
[u'yD6KDroAAAAJ', 'PhD University of Milano-Bicocca']
[u'EYsy0M4AAAAJ', 'University of Freiburg']
[u'ZwsFK8IAAAAJ', 'Orto Botanico Universit di Roma']
[u'4omO-JQAAAAJ', 'James Cook University']
[u'pol-BLkAAAAJ', 'University of Tasmania']
[u'EvT-wxUAAAAJ', 'University of Alberta']
[u'yIC7dbgAAAAJ', 'University of Melbourne']
[u'7dttIEcAAAAJ', 'universit catholique de Louvain (belgium)']
[u'UEDlh7kAAAAJ', 'Swansea University']
[u'b24UxSMAAAAJ', 'PhD Researcher (Biology) at University of Antwerp']
[u'YbzI-g4AAAAJ', 'University of York']
[u'05GxLPMAAAAJ', 'Queen Mary University of London; Advances in Ecological Research Editor']
[u'afrW_OkAAAAJ', 'University of Guelph']
[u'zl2DYyYAAAAJ', 'University of Canterbury']
[u'rg4liP8AAAAJ', 'University of Copenhagen']
[u'I5CaIocAAAAJ', 'Utrecht University']
[u'5JcFZDEAAAAJ', 'Great Lakes Institute for Environmental Research']
[u'X_wW_oYAAAAJ', 'University of Queensland']
[u'5GoJaQsAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'wgoJRZ8AAAAJ', 'Radboud University Nijmegen']
[u'kpX0BtkAAAAJ', 'Victoria University of Wellington & Adjunct Professor']
[u'OYtNQtoAAAAJ', 'Wageningen University']
[u'nUolJnMAAAAJ', 'Smithsonian Institution']
[u'jC1pNUQAAAAJ', 'University of the Highlands and Islands']
[u'V2rEBzcAAAAJ', 'Smithsonian Tropical Research Institute']
[u'gyzuDhcAAAAJ', 'University Groningen']
[u'm-RGrt4AAAAJ', 'Aarhus University']
[u'4cneOpIAAAAJ', 'University of Helsinki']
[u'RmW1avAAAAAJ', 'Center for Methods']
[u'7rIEh98AAAAJ', 'Faculty of Sciences of the University of Lisbon']
[u'BEK_QHIAAAAJ', 'University of Louvain']
[u'OWQw1KgAAAAJ', 'University of']
[u'lJ7K0KUAAAAJ', 'Hokkaido University']
[u'KXeLXT4AAAAJ', 'University of St Andrews']
[u'jNHwb9MAAAAJ', 'Institute for Sustainable Sciences and Development']
[u'VnWPWkQAAAAJ', 'Bangor University']
[u'wwzujB0AAAAJ', 'Seikai National Fisheries Research Institute']
[u'IF-J5BgAAAAJ', 'Research Institute for Nature and Forest and Ghent University and Institute for Nature Conservation']
[u'ijAYT08AAAAJ', 'University of Gttingen']
[u'VUQqm6kAAAAJ', 'Great Lakes Institute for Environmental Research']
[u'9-veEp8AAAAJ', 'University of Queensland']
[u'FyAXGAsAAAAJ', 'the University of Queensland']
[u'Th2-4-sAAAAJ', 'PhD Student of University of Manchester']
[u'TwibE8cAAAAJ', 'Universit du Qubec  Montral']
[u'284mypYAAAAJ', 'Researcher @ Federal University of Rio Grande do Norte (Brazil) - Dept. Oceanography and']
[u'ux08bCQAAAAJ', 'University of British Columbia']
[u'h8hyWUoAAAAJ', 'University of Exeter']
[u'wOazpDcAAAAJ', 'Bangor University']
[u'OJT9f-oAAAAJ', 'Memorial University of Newfoundland']
[u'eTP-OeMAAAAJ', 'Durham University']
[u'UNBLOW4AAAAJ', 'Woods Hole Oceanographic Institution']
[u'YUlXjVUAAAAJ', 'Primate Research Institute']
[u'RRuVNzQAAAAJ', 'Aberystwyth University']
[u'gRjgu4oAAAAJ', 'Environment and Sustainability Institute']
[u'dNqiXEYAAAAJ', 'Victoria University of Wellington']
[u'OcT-P7EAAAAJ', 'Agronomy College']
[u'UDcJGVUAAAAJ', 'Postdoc at Center for the Study of Institutional Diversity']
[u'PfLz9NYAAAAJ', 'Norwegian University of Science and Tecnology']
[u'hCOutxAAAAAJ', 'Etvs University']
[u'o5MlXIQAAAAJ', 'USGS Patuxent Wildlife Research Center']
[u'Lmnt5igAAAAJ', 'Professor Marine Population Ecology VU University Amsterdam']
[u'81m4caYAAAAJ', 'Institute of Dendrology']
[u'k1xKkd0AAAAJ', 'Seoul National University']
[u'pfqa-lQAAAAJ', 'Czech University of Life Sciences Prague (Czech Republic)']
[u'1IyCE9IAAAAJ', 'University of New South Wales']
[u'IwTAjCEAAAAJ', 'Northwest Fisheries Science Center']
[u'hmPk8yMAAAAJ', "King's College London"]
[u'ewr6SEwAAAAJ', 'Massey University']
[u'KyDcPJUAAAAJ', 'University of Glasgow']
[u'_cSPTv4AAAAJ', 'University of St Andrews']
[u'hhZiG4UAAAAJ', 'Stellenbosch University']
[u'YeT-V18AAAAJ', 'University of Auckland']
[u'kj-3ipUAAAAJ', 'The University of Melbourne']
[u'EQgt8PcAAAAJ', 'University of Queensland']
[u'HYwcnpsAAAAJ', 'University of Antwerp']
[u'MO1_c00AAAAJ', 'University of Sydney']
[u'A0zQf2EAAAAJ', 'University of New Brunswick']
[u'2jCQ2SUAAAAJ', 'University of South Bohemia']
[u'C3XY2KIAAAAJ', 'University of South Bohemia']
[u'rrejPi0AAAAJ', 'University of Glasgow']
[u'EYH2LaYAAAAJ', 'Postdoctoral researcher at the University of Oslo']
[u'd-nML2AAAAAJ', 'Sierra to Sea Institute']
[u'_WPGvuQAAAAJ', 'Macquarie University']
[u'TaYr9pMAAAAJ', 'Finnish Environment Institute']
[u'VkGyswQAAAAJ', 'Norwegian University of Science and Technology']
[u'FcvPfDUAAAAJ', 'University of Eastern Finland']
[u'QYmSRxQAAAAJ', 'Northwest Fishery Science Center']
[u'sPIq12UAAAAJ', 'University of Melbourne']
[u'gX4CLQMAAAAJ', 'University of British Columbia']
[u'dBzUHoMAAAAJ', 'Professor of Zoology (Vertebrate Biology and Conservation Group - Complutense University of Madrid)']
[u'IN_fvdEAAAAJ', 'University of Ottawa']
[u'gbWh-H4AAAAJ', 'Massey University']
[u'baSv_eQAAAAJ', 'Universiti Malaysia Kelantan']
[u'kTr8aTMAAAAJ', 'Federal Rural University of Rio de Janeiro']
[u'-BhfjpYAAAAJ', "Professeur Retrait d'Universit"]
[u'9qZJM-8AAAAJ', 'University of So Paulo']
[u'8qMpkFkAAAAJ', 'McGill University']
[u'w9bvYxAAAAAJ', 'University of Aarhus']
[u'NMYZLCcAAAAJ', 'University of Bern']
[u'yRFFy8sAAAAJ', 'University of New Brunswick at Saint John']
[u'6zHjOd8AAAAJ', 'University of Northampton']
[u'60UiTBkAAAAJ', 'Hawkesbury Institute for the Environment']
[u'tWrHOL4AAAAJ', 'NOAA Northwest Fisheries Science Center']
[u'994q1ZMAAAAJ', 'Migratory Bird Center']
[u'ri310rkAAAAJ', 'Western Fisheries Research Center']
[u'oWmDt3QAAAAJ', 'Nebraska Game & Parks Commission & University of Nebraska']
[u'P0Co1HMAAAAJ', 'Santa Fe Institute']
[u'lmw1IWEAAAAJ', 'Algoma University']
[u'fTVcan0AAAAJ', 'Simon Fraser University']
[u'MrL-XI4AAAAJ', 'University of York']
[u'NwKn0zMAAAAJ', 'University of Queensland']
[u'QU8g3AsAAAAJ', 'University of Hamburg / Eco-Systems']
[u'-2KXjpcAAAAJ', 'University of Mnster']
[u'pVLS83IAAAAJ', 'University of Alberta']
[u'we7WLk8AAAAJ', 'Aarhus University']
[u'-F-MKiQAAAAJ', 'Santa Fe Institute']
[u'tNowt70AAAAJ', 'James Cook University']
[u'WUxtvIsAAAAJ', 'University of Calgary']
[u'v44iutcAAAAJ', 'Radboud University Nijmegen']
[u'sADhdYsAAAAJ', 'Ghent University']
[u'IQ8Zk6sAAAAJ', 'University of St. Thomas']
[u'JmyomtcAAAAJ', 'University KSW in Warsaw']
[u'b1blKjEAAAAJ', 'Aarhus University (PhD; MSc; BSc)']
[u'e5ac82QAAAAJ', 'University of Calgary']
[u'HnqHmvoAAAAJ', 'Howard Hughes Medical Institute']
[u'fsGK7cEAAAAJ', 'University of New South Wales']
[u'DJhR39wAAAAJ', 'University of Western Australia']
[u'z4oGroQAAAAJ', 'University of Alberta']
[u'HxflJEMAAAAJ', 'National Institute for Mathematical and Biological Synthesis']
[u'frdi4qAAAAAJ', 'Nanjing Institute of Geography and Limnology']
[u'LYCg2pQAAAAJ', 'Kunming Institute of Botany']
[u'3AEg15YAAAAJ', 'Institute of Botany']
[u'nhMAIZUAAAAJ', 'Lecturer - Murdoch University']
[u'Gn7T2OkAAAAJ', 'Smithsonian Environmental Research Center']
[u'-CbSlZcAAAAJ', 'University of Groningen']
[u'b9pK9akAAAAJ', 'Aarhus University']
[u'EW8gNbkAAAAJ', 'Oceanography Center']
[u'An7Q4J0AAAAJ', 'CIBIO/Faculty of Science of University of Porto']
[u'JJgCYqwAAAAJ', 'University of Helsinki']
[u'1frNX-AAAAAJ', 'Center of Oceanography']
[u'C_-GE5YAAAAJ', 'University of Sheffield']
[u'QKBzJT8AAAAJ', 'University of Tartu']
[u'8RFAxVsAAAAJ', 'Murdoch University']
[u'Akv_23gAAAAJ', 'Macquarie University']
[u'1fMYICgAAAAJ', 'University of Ioannina']
[u'wMp4L-0AAAAJ', 'University College Cork']
[u'UrdQVnUAAAAJ', 'University of Gloucestershire']
[u'06Uo5EQAAAAJ', 'University of Technology']
[u'lW6UC4cAAAAJ', 'Emeritus Professor and Honorary Visiting Fellow University of Leeds']
[u'EGqp30QAAAAJ', 'National Cancer Institutue']
[u'oktk7iMAAAAJ', 'University of British Columbia']
[u'fDEkdsgAAAAJ', 'University of Troms']
[u'SCvbMCUAAAAJ', 'Stockholm university']
[u'TReiA_sAAAAJ', 'Environment and Sustainability Institute']
[u'Xx52nH4AAAAJ', 'Jules Verne University of Picardie']
[u'yb6flSwAAAAJ', 'University of Guelph']
[u'2IBbfoMAAAAJ', 'University of Toronto']
[u'LHu9Q84AAAAJ', 'The Open University']
[u'_0w6ZS0AAAAJ', 'University of Otago']
[u'wWJd5aEAAAAJ', 'Norwegian University of Science and Technology']
[u'8WJ4oBMAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'3J-qQ9EAAAAJ', 'Researcher at Swedish University of Agricultural Sciences']
[u'jieZZaQAAAAJ', 'Swedish University of']
[u'm9Mj_coAAAAJ', 'University of Glasgow']
[u'In1s0UkAAAAJ', 'Utrecht university; Nijmegen university']
[u'CdrBrtsAAAAJ', 'Institut de Cincies del Mar-CSIC. Barcelona']
[u'NHpMEbwAAAAJ', 'University of Oxford']
[u'cmsgq_AAAAAJ', 'Imperial College London']
[u'otXT76wAAAAJ', 'University of East Anglia']
[u'tGAwSvUAAAAJ', 'University of Zurich']
[u'xa-5ddYAAAAJ', 'Gladstone Institutes']
[u'EzGFsokAAAAJ', 'Macquarie University']
[u'DbcFQkYAAAAJ', 'University of Melbourne']
[u'oJHzCeoAAAAJ', 'Universit Toulouse 3']
[u'Y4rGJ1kAAAAJ', 'Tohoku University']
[u'KwPYT9QAAAAJ', 'University of Eastern Finland']
[u'bD-4I6sAAAAJ', 'Massey University']
[u'3zcZsbUAAAAJ', 'Banaras Hindu University']
[u'1qY46vkAAAAJ', 'ARC postdoctoral fellow  Marine Spatial Ecology Lab  The University of Queensland Australia']
[u'-RVa0pkAAAAJ', 'University of Lleida']
[u'1i8y0a0AAAAJ', 'Charles Darwin University']
[u'2ZoiohsAAAAJ', 'University of York']
[u'd9ar-EQAAAAJ', 'University of Victoria']
[u'u0Sk5NkAAAAJ', 'University of Roehampton']
[u'j3Uw9LQAAAAJ', 'University of Sheffield']
[u'2Xu0dXcAAAAJ', 'Australian Institute of Marine Science']
[u'uqZZxF4AAAAJ', 'Postdoc at the University of Gttingen']
[u'yftrLbUAAAAJ', 'Universit Laval']
[u'x0O6sbEAAAAJ', 'Romberg Tiburon Center for Environmental Studies']
[u'j-9uXQ8AAAAJ', 'Biocentre Klein Flottbek']
[u'h0BWgl0AAAAJ', 'University of Jyvskyl']
[u'8z4QEFYAAAAJ', 'Bindura University of Science Education']
[u'eb6kAX0AAAAJ', 'James Cook University']
[u'CZm5fY8AAAAJ', 'Kent State University']
[u'Fie2YHAAAAAJ', 'University of Aberdeen']
[u'FM7lh6oAAAAJ', 'The University of Queensland; CSIRO Ecosystem Sciences']
[u'h7UU2TEAAAAJ', 'Tunghai University']
[u'1JX4xzoAAAAJ', 'National Institute of Education']
[u'OByl3J0AAAAJ', 'University of British Columbia']
[u'Iy60kQkAAAAJ', 'Norwegian University of Science and Technology (NTNU)']
[u'4tO6CFcAAAAJ', 'University of Aberdeen']
[u'SJxAnwoAAAAJ', 'Max Planck Institute for Ornithology']
